assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
521135,137183,Cryptocanthon rayonensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,rayonensis,,,,"Cook, 2002",Data Deficient,,3.1,Unknown,Global
521163,137185,Demarziella storeyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,storeyi,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
521177,137186,Onthophagus pugionatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,pugionatus,,,,"Fahraeus, 1857",Least Concern,,3.1,Unknown,Global
521191,137187,Canthidium viride,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,viride,,,,"(Lucas, 1857)",Least Concern,,3.1,Unknown,Global
521233,137191,Copris inhalatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,inhalatus,,,,"Quedenfeldt, 1884",Least Concern,,3.1,Unknown,Global
521275,137194,Onthophagus fuscivestis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,fuscivestis,,,,"D'Orbigny, 1902",Least Concern,,3.1,Unknown,Global
521289,137195,Canthon simulans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,simulans,,,,"(Martinez, 1950)",Data Deficient,,3.1,Unknown,Global
521331,137198,Heliocopris japetus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Heliocopris,japetus,,,,"Klug, 1855",Least Concern,,3.1,Unknown,Global
521373,137201,Onthophagus cavia,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,cavia,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
521387,137202,Onitis mniszechi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,mniszechi,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
521415,137205,Canthon coloratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,coloratus,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
521465,137209,Sauvagesinella palustris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sauvagesinella,palustris,,,,"Matthews, 1974",Least Concern,,3.1,Unknown,Global
521569,137213,Demarziella eungella,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,eungella,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
521583,137214,Bdelyrus paraensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,paraensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
521625,137217,Mimonthophagus limbibasis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Mimonthophagus,limbibasis,,,,"(d'Orbigny, 1905)",Near Threatened,,3.1,Unknown,Global
521689,137222,Canthidium erythropterum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,erythropterum,,,,"(Lucas, 1857)",Data Deficient,,3.1,Unknown,Global
521753,137227,Ontherus grandis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,grandis,,,,"Luederwaldt, 1931",Near Threatened,,3.1,Unknown,Global
521956,137236,Dichotomius dahli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,dahli,,,,"(Landin, 1956)",Data Deficient,,3.1,Unknown,Global
522020,137241,Canthidium angulicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,angulicolle,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
522034,137242,Temnoplectron cooki,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Temnoplectron,cooki,,,,"Reid &amp; Storey, 2000",Least Concern,,3.1,Unknown,Global
522104,137247,Scarabaeus laevistriatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,laevistriatus,,,,"Fairmaire, 1893",Least Concern,,3.1,Unknown,Global
522118,137248,Scarabaeus damarensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,damarensis,,,,"Janssens, 1940",Least Concern,,3.1,Unknown,Global
522132,137249,Onthophagus bubalus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,bubalus,,,,"Harold, 1867",Least Concern,,3.1,Unknown,Global
522146,137250,Sisyphus fasciculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sisyphus,fasciculatus,,,,"Boheman, 1857",Least Concern,,3.1,Unknown,Global
522174,137252,Anomiopus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,howdeni,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
522188,137253,Onthophagus surdus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,surdus,,,,"Boucomont, 1925",Data Deficient,,3.1,Unknown,Global
522243,137255,Gyronotus mulanjensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gyronotus,mulanjensis,,,,"Davis &amp; Scholtz &amp; Harrison, 1999",Near Threatened,,3.1,Unknown,Global
522397,137266,Onthophagus subocelliger,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,subocelliger,,,,"Blackburn, 1903",Least Concern,,3.1,Unknown,Global
522411,137267,Temnoplectron rotundum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Temnoplectron,rotundum,,,,"Westwood, 1841",Least Concern,,3.1,Unknown,Global
522475,137272,Onthophagus alquirta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,alquirta,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
522489,137273,Scarabaeus nigroaeneus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,nigroaeneus,,,,"Boheman, 1857",Least Concern,,3.1,Unknown,Global
522503,137274,Canthon luctuosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,luctuosus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
522581,137280,Onthophagus cyaneoniger,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,cyaneoniger,,,,"D'Orbigny, 1902",Least Concern,,3.1,Unknown,Global
522595,137281,Pedaria ovata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,ovata,,,,"Boucomont, 1922",Data Deficient,,3.1,Unknown,Global
522738,137286,Caccobius ferrugineus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Caccobius,ferrugineus,,,,"(Fåhraeus, 1857)",Least Concern,,3.1,Unknown,Global
522816,137293,Deltorrhinum batesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltorrhinum,batesi,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
522830,137294,Canthidium bokermanni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,bokermanni,,,,"(Martinez, Halffter &amp; Pereira, 1964)",Least Concern,,3.1,Unknown,Global
522844,137295,Onthophagus vilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,vilis,,,,"Harold, 1877",Data Deficient,,3.1,Unknown,Global
522858,137296,Epirinus sulcipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Epirinus,sulcipennis,,,,"Boheman, 1857",Data Deficient,,3.1,Unknown,Global
522872,137297,Onthophagus parallelicornis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,parallelicornis,,,,"Macleay, 1887",Least Concern,,3.1,Unknown,Global
522928,137301,Onthophagus azusae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,azusae,,,,"Ochi &amp; Kon, 2006",Data Deficient,,3.1,Unknown,Global
522942,137302,Dichotomius glaucus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,glaucus,,,,"(Harold, 1869)",Least Concern,,3.1,Unknown,Global
522956,137303,Phanaeus bispinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,bispinus,,,,"Bates, 1868",Least Concern,,3.1,Unknown,Global
523026,137309,Onthophagus muticus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,muticus,,,,"Macleay, 1864",Least Concern,,3.1,Unknown,Global
523096,137314,Onthophagus diversiformis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,diversiformis,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
523110,137315,Onthophagus eschscholtzi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,eschscholtzi,,,,"Boucomont, 1924",Data Deficient,,3.1,Unknown,Global
523144,137318,Gymnopleurus andreaei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,andreaei,,,,"Ferreira, 1954",Least Concern,,3.1,Unknown,Global
523186,137321,Pachysoma aesculapius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,aesculapius,,,,"(Olivier, 1789)",Vulnerable,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global
523200,137322,Onthophagus granulatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,granulatus,,,,"Boheman, 1858",Least Concern,,3.1,Unknown,Global
523214,137323,Copris amabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,amabilis,,,,"Kolbe, 1914",Data Deficient,,3.1,Unknown,Global
523228,137324,Allogymnopleurus chloris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Allogymnopleurus,chloris,,,,"Klug, 1855",Least Concern,,3.1,Unknown,Global
523283,137326,Canthidium atomarium,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,atomarium,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
523297,137327,Pedaria morettoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,morettoi,,,,"Josso &amp; Prevost, 2003",Data Deficient,,3.1,Unknown,Global
523339,137330,Onthophagus kavirondus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,kavirondus,,,,"D'Orbigny, 1915",Least Concern,,3.1,Unknown,Global
523381,137333,Canthidium latum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,latum,,,,"(Blanchard, 1846)",Least Concern,,3.1,Unknown,Global
523423,137336,Dichotomius crinicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,crinicollis,,,,"(Germar, 1824)",Least Concern,,3.1,Unknown,Global
523492,137339,Uroxys variabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,variabilis,,,,"Robinson, 1951",Least Concern,,3.1,Unknown,Global
523506,137340,Oxysternon macleayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oxysternon,macleayi,,,,"(Nevison, 1892)",Least Concern,,3.1,Unknown,Global
523626,137343,Gymnopleurus thelwalli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,thelwalli,,,,"Waterhouse, 1890",Data Deficient,,3.1,Unknown,Global
523648,137345,Onthophagus gulmarri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,gulmarri,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global
523662,137346,Cryptocanthon brevisetosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,brevisetosus,,,,"Howden, 1973",Least Concern,,3.1,Unknown,Global
523732,137351,Bdelyrus metaensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,metaensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
523746,137352,Canthidium flabellatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flabellatum,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
523760,137353,Gymnopleurus aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,aeruginosus,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
523774,137354,Onthophagus mundill,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,mundill,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global
523894,137363,Dichotomius planicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,planicollis,,,,"(Gillet, 1911)",Least Concern,,3.1,Unknown,Global
523970,137365,Oniticellus pseudoplanatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oniticellus,pseudoplanatus,,,,"Balthasar, 1964",Data Deficient,,3.1,Unknown,Global
523998,137367,Scybalocanthon trimaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scybalocanthon,trimaculatus,,,,"(Schmidt, 1922)",Least Concern,,3.1,Unknown,Global
524012,137368,Anomiopus nigrocoeruleus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,nigrocoeruleus,,,,"(Martinez, 1955)",Least Concern,,3.1,Unknown,Global
524040,137370,Copris maesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,maesi,,,,"Ratcliffe, 1998",Data Deficient,,3.1,Unknown,Global
524054,137371,Pedaria spinithorax,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,spinithorax,,,,"Paulian &amp; Cambefort &amp; Mauchamp, 1982",Data Deficient,,3.1,Unknown,Global
524110,137375,Coptodactyla nitida,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,nitida,,,,"Paulian, 1933",Least Concern,,3.1,Unknown,Global
524237,137380,Canthidium subdopuncticolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,subdopuncticolle,,,,"Howden &amp; Young, 1981",Data Deficient,,3.1,Unknown,Global
524251,137381,Lepanus pisoniae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Lepanus,pisoniae,,,,"Lea, 1923",Data Deficient,,3.1,Unknown,Global
524295,137385,Coptodactyla storeyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,storeyi,,,,"Reid, 2000",Least Concern,,3.1,Unknown,Global
524365,137390,Pedaria biseria,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,biseria,,,,"Josso &amp; Prevost, 2003",Least Concern,,3.1,Unknown,Global
524520,137398,Catharsius pandion,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Catharsius,pandion,,,,"Harold, 1877",Least Concern,,3.1,Unknown,Global
524692,137406,Canthon lituratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,lituratus,,,,"(Germar, 1813)",Least Concern,,3.1,Unknown,Global
524728,137409,Demarziella imitatrix,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,imitatrix,,,,"Balthasar, 1967",Least Concern,,3.1,Unknown,Global
524756,137411,Onitis mendax,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,mendax,,,,"Gillet, 1918",Least Concern,,3.1,Unknown,Global
524882,137420,Onthophagus giraffa,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,giraffa,,,,"Hausmann, 1807",Least Concern,,3.1,Unknown,Global
524910,137422,Pachysoma endroedyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,endroedyi,,,,"(Harrison &amp; Scholtz &amp; Chown, 2003)",Vulnerable,D2,3.1,Unknown,Global
524924,137423,Canthon plagiatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,plagiatus,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
524938,137424,Onthophagus humpatensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,humpatensis,,,,"Lansberge, 1886",Least Concern,,3.1,Unknown,Global
524980,137427,Coprophanaeus gamezi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,gamezi,,,,"Arnaud, 2002",Least Concern,,3.1,Unknown,Global
524994,137428,Onthophagus australis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,australis,,,,"Guerin-Meneville, 1830",Least Concern,,3.1,Unknown,Global
525008,137429,Onthophagus victoriensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,victoriensis,,,,"Blackburn, 1903",Least Concern,,3.1,Unknown,Global
525022,137430,Gymnopleurus reichei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,reichei,,,,"Waterhouse, 1890",Least Concern,,3.1,Unknown,Global
525036,137431,Ontherus dentatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,dentatus,,,,"Luederwaldt, 1930",Least Concern,,3.1,Unknown,Global
525064,137433,Temnoplectron finnigani,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Temnoplectron,finnigani,,,,"Reid &amp; Storey, 2000",Least Concern,,3.1,Unknown,Global
525128,137438,Pachysoma hippocrates,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,hippocrates,,,,"(Macleay, 1821)",Least Concern,,3.1,Unknown,Global
525164,137441,Onthophagus semimetallicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,semimetallicus,,,,"Lea, 1923",Least Concern,,3.1,Unknown,Global
525178,137442,Phanaeus tridens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,tridens,,,,"Castelnau, 1840",Least Concern,,3.1,Stable,Global
525295,137449,Copris morphaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,morphaeus,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
525323,137451,Cryptocanthon andersoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,andersoni,,,,"Cook, 2002",Least Concern,,3.1,Unknown,Global
525429,137459,Onitis nemoralis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,nemoralis,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
525457,137461,Onthophagus tamworthi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,tamworthi,,,,"Blackburn, 1903",Least Concern,,3.1,Unknown,Global
525471,137462,Pedaria tibialis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,tibialis,,,,"Josso &amp; Prevost, 2006",Data Deficient,,3.1,Unknown,Global
525485,137463,Onthophagus depressus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,depressus,,,,"Harold, 1871",Least Concern,,3.1,Unknown,Global
525513,137465,Canthon quinquemaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,quinquemaculatus,,,,"Castelnau, 1840",Least Concern,,3.1,Unknown,Global
525541,137468,Uroxys pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,pygmaeus,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
525555,137469,Onthophagus sikkimensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,sikkimensis,,,,"Gillet, 1925",Data Deficient,,3.1,Unknown,Global
525583,137471,Ateuchus guatemalensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,guatemalensis,,,,"(Bates, 1887)",Least Concern,,3.1,Unknown,Global
525611,137473,Dichotomius horridus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,horridus,,,,"(Felsche, 1911)",Data Deficient,,3.1,Unknown,Global
525653,137476,Canthon smaragdulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,smaragdulus,,,,"(Fabricius, 1781)",Least Concern,,3.1,Unknown,Global
525667,137477,Onthophagus aethiopicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,aethiopicus,,,,"D'Orbigny, 1902",Least Concern,,3.1,Unknown,Global
525695,137479,Bdelyrus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,howdeni,,,,"Cook, 1998",Least Concern,,3.1,Unknown,Global
525709,137480,Neosisyphus rubrus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Neosisyphus,rubrus,,,,"(Paschalidis, 1974)",Least Concern,,3.1,Unknown,Global
525737,137482,Onthophagus planifrons,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,planifrons,,,,"Frey, 1962",Data Deficient,,3.1,Unknown,Global
525773,137485,Dichotomius apicalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,apicalis,,,,"(Luederwaldt, 1931)",Least Concern,,3.1,Unknown,Global
525907,137491,Canthochilum anacaona,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthochilum,anacaona,,,,"Zayas &amp; Matthews, 1966",Least Concern,,3.1,Unknown,Global
525977,137496,Anomiopus pictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,pictus,,,,"(Harold, 1862)",Data Deficient,,3.1,Unknown,Global
526005,137498,Canthidium flavipes,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavipes,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
526019,137499,Copris capensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,capensis,,,,"Waterhouse, 1891",Data Deficient,,3.1,Unknown,Global
526047,137501,Canthon edentulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,edentulus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
526089,137504,Onthophagus nefarius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,nefarius,,,,"Balthasar, 1941",Data Deficient,,3.1,Unknown,Global
526103,137505,Coprophanaeus pertyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,pertyi,,,,"(d'Olsufieff, 1924)",Least Concern,,3.1,Unknown,Global
526131,137507,Ateuchus murrayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,murrayi,,,,"(Harold, 1868)",Least Concern,,3.1,Unknown,Global
526173,137510,Dendropaemon tenuitarsis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dendropaemon,tenuitarsis,,,,"Felsche, 1909",Data Deficient,,3.1,Unknown,Global
526270,137515,Onthophagus propinquus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,propinquus,,,,"Macleay, 1888",Least Concern,,3.1,Unknown,Global
526395,137519,Platyonitis bicuariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Platyonitis,bicuariensis,,,,"Ferreira, 1976",Vulnerable,B1ab(v),3.1,Decreasing,Global
526409,137520,Dichotomius maya,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,maya,,,,"Peraza &amp; Deloya, 2006",Least Concern,,3.1,Unknown,Global
526573,137526,Aulacopris matthewsi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Aulacopris,matthewsi,,,,"Storey, 1986",Vulnerable,D2,3.1,Unknown,Global
526623,137530,Onthophagus caesariatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,caesariatus,,,,"Boucomont, 1921",Data Deficient,,3.1,Unknown,Global
526651,137532,Canthon laminatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,laminatus,,,,"Balthasar, 1939",Least Concern,,3.1,Unknown,Global
526665,137533,Pedaria durandi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,durandi,,,,"Paulian &amp; Cambefort &amp; Mauchamp, 1982",Least Concern,,3.1,Unknown,Global
526821,137540,Scarabaeus costatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,costatus,,,,"(Wiedemann, 1823)",Least Concern,,3.1,Unknown,Global
526849,137542,Ontherus azteca,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,azteca,,,,"Harold, 1869",Least Concern,,3.1,Unknown,Global
526905,137546,Cryptocanthon campbellorum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,campbellorum,,,,"Howden, 1973",Least Concern,,3.1,Unknown,Global
