order,genus_species,maturity_d,interbirth_d,longevity_m,litter_size_ind
Diprotodontia,Lagostrophus_fasciatus,391.96,365.0,48.0,0.9
Primates,Lagothrix_cana,,,,
Primates,Lagothrix_lagotricha,1729.33,638.75,360.0,1.01
Primates,Lagothrix_lugens,,,,
Primates,Lagothrix_poeppigii,,,,
Rodentia,Lagurus_lagurus,41.82,27.5,,4.0
Artiodactyla,Lama_glama,676.66,,339.6,1.0
Rodentia,Lamottemys_okuensis,,,,
Artiodactyla,Eudorcas_rufina,,,,
Artiodactyla,Eudorcas_thomsonii,418.38,193.9,182.04,1.0
Primates,Eulemur_albifrons,,,,
Primates,Eulemur_albocollaris,,,,
Primates,Eulemur_cinereiceps,,,,
Primates,Eulemur_collaris,,,,
Primates,Eulemur_coronatus,701.52,,220.8,1.53
Primates,Eulemur_fulvus,791.75,547.5,444.0,1.1
Primates,Eulemur_macaco,660.75,365.0,360.0,1.04
Primates,Eulemur_mongoz,1060.7,,360.0,1.11
Primates,Eulemur_rubriventer,566.36,,,1.01
Primates,Eulemur_rufus,,,,
Primates,Eulemur_sanfordi,,,,
Carnivora,Eumetopias_jubatus,1965.83,365.0,360.0,0.96
Primates,Galago_thomasi,,,,
Primates,Galago_zanzibaricus,322.75,182.5,,1.29
Rodentia,Galea_flavidens,77.03,53.0,,
Rodentia,Galea_musteloides,55.92,53.1,21.6,2.6
Rodentia,Galea_spixii,91.47,53.0,55.2,2.19
Soricomorpha,Galemys_pyrenaicus,371.23,,60.0,3.54
Rodentia,Galenomys_garleppi,,,,
Dermoptera,Galeopterus_variegates,,,3.45,1.0
Carnivora,Galerella_flavescens,,,,
Carnivora,Galerella_ochracea,,,,
Carnivora,Galerella_pulverulenta,,,104.5,2.25
Carnivora,Galerella_sanguinea,465.57,182.5,72.0,2.5
Carnivora,Galictis_cuja,,,87.0,
Carnivora,Galictis_vittata,,,,
Carnivora,Galidia_elegans,742.46,365.0,158.4,1.0
Carnivora,Galidictis_fasciata,,365.0,,1.0
Carnivora,Galidictis_grandidieri,,365.0,,1.0
Artiodactyla,Gazella_arabica,,,135.96,1.5
Artiodactyla,Gazella_bennettii,,,,
Artiodactyla,Gazella_cuvieri,,,,
Artiodactyla,Gazella_dorcas,620.76,337.85,209.04,1.22
Artiodactyla,Gazella_erlangeri,,,,
Artiodactyla,Gazella_gazella,485.11,228.12,219.0,1.22
Artiodactyla,Gazella_leptoceros,,,168.0,1.0
Artiodactyla,Gazella_saudiya,,,,
Artiodactyla,Gazella_spekei,403.21,206.5,152.04,1.0
Artiodactyla,Gazella_subgutturosa,413.84,,240.0,1.39
Carnivora,Genetta_abyssinica,,,,
Carnivora,Genetta_angolensis,,,,
Rodentia,Gerbillus_gerbillus,,,,4.14
Rodentia,Gerbillus_gleadowi,,,,3.0
Rodentia,Gerbillus_grobbeni,,,,
Rodentia,Bandicota_savilei,,,,
Chiroptera,Barbastella_barbastellus,,,252.0,1.73
Chiroptera,Barbastella_leucomelas,,,,
Carnivora,Bassaricyon_alleni,,,,
Carnivora,Bassaricyon_beddardi,,,,
Carnivora,Bassaricyon_gabbii,607.2,,300.0,1.0
Carnivora,Bassaricyon_lasius,,,,
Carnivora,Bassaricyon_pauli,,,,
Carnivora,Bassariscus_astutus,278.08,365.0,198.0,3.0
Carnivora,Bassariscus_sumichrasti,841.82,,276.0,2.0
Rodentia,Bathyergus_janetta,,,,3.49
Rodentia,Bathyergus_suillus,,,,2.89
Rodentia,Batomys_dentatus,,,,
Rodentia,Batomys_granti,,,,
Rodentia,Batomys_russatus,,,,
Rodentia,Batomys_salomonseni,,,,
Chiroptera,Bauerus_dubiaquercus,,,,1.71
Carnivora,Bdeogale_crassicauda,,,,0.96
Carnivora,Bdeogale_jacksoni,,,,
Carnivora,Bdeogale_nigripes,,,190.0,1.0
Rodentia,Beamys_hindei,181.13,62.0,,3.49
Rodentia,Beamys_major,,,,4.0
Artiodactyla,Beatragus_hunteri,,,182.04,1.0
Rodentia,Belomys_pearsonii,,,,
Cetacea,Berardius_arnuxii,,,,
Cetacea,Berardius_bairdii,5050.97,,852.0,0.98
Rodentia,Berylmys_berdmorei,,,,
Rodentia,Berylmys_bowersi,,,34.8,3.88
Rodentia,Berylmys_mackenziei,,,,
Rodentia,Berylmys_manipulus,,,,
Diprotodontia,Bettongia_gaimardi,303.62,106.5,141.6,1.0
Diprotodontia,Bettongia_lesueur,250.53,119.5,120.0,1.0
Diprotodontia,Bettongia_penicillata,198.41,102.0,72.0,1.0
Diprotodontia,Bettongia_tropica,341.28,100.0,84.0,1.0
Rodentia,Bibimys_chacoensis,,,,
Rodentia,Bibimys_labiosus,,,,
Pilosa,Bradypus_torquatus,,,144.0,1.0
Pilosa,Bradypus_tridactylus,,,,1.0
Pilosa,Bradypus_variegatus,,365.0,,1.0
Rodentia,Brotomys_contractus,,,,
Rodentia,Brotomys_voratus,,,,
Rodentia,Brucepattersonius_albinasus,,,,
Rodentia,Brucepattersonius_griserufescens,,,,
Rodentia,Brucepattersonius_guarani,,,,
Rodentia,Brucepattersonius_igniventris,,,,
Rodentia,Brucepattersonius_iheringi,,,,
Rodentia,Brucepattersonius_misionensis,,,,
Rodentia,Brucepattersonius_paradisus,,,,
Rodentia,Brucepattersonius_soricinus,,,,
Artiodactyla,Bubalus_bubalis,755.15,547.5,339.0,1.5
Artiodactyla,Bubalus_depressicornis,755.15,,432.96,1.0
Artiodactyla,Bubalus_mindorensis,755.15,1095.0,336.0,1.0
Artiodactyla,Bubalus_quarlesi,755.15,,270.0,1.0
Artiodactyla,Budorcas_taxicolor,928.08,365.0,234.96,1.22
Rodentia,Bullimus_bagobus,,,,
Rodentia,Bullimus_gamay,,,,
Rodentia,Bullimus_luzonicus,,,,
Lagomorpha,Bunolagus_monticularis,,,,1.22
Rodentia,Bunomys_andrewsi,,,,
Rodentia,Bunomys_chrysocomus,,,,
Rodentia,Bunomys_coelestis,,,,
Rodentia,Bunomys_fratrorum,,,,
Rodentia,Bunomys_penitus,,,,
Rodentia,Bunomys_prolatus,,,,
Primates,Bunopithecus_hoolock,2689.08,,,1.01
Chiroptera,Cheiromeles_parvidens,,,,
Chiroptera,Cheiromeles_torquatus,,,,
Rodentia,Chelemys_delfini,,,,
Rodentia,Chelemys_macronyx,,,,4.37
Rodentia,Chelemys_megalonyx,,,,
Rodentia,Chibchanomys_orcesi,,,,
Rodentia,Chibchanomys_trichotis,,,,0.97
Rodentia,Chilomys_instans,,,,
Chiroptera,Chilonatalus_micropus,,,,
Chiroptera,Chilonatalus_tumidifrons,,,,
Soricomorpha,Chimarrogale_hantu,,,,
Soricomorpha,Chimarrogale_himalayica,,,,
Soricomorpha,Chimarrogale_phaeura,,,,
Soricomorpha,Chimarrogale_platycephalus,,,,
Soricomorpha,Chimarrogale_styani,,,,
Soricomorpha,Chimarrogale_sumatrana,,,,
Rodentia,Chinchilla_chinchilla,247.48,,120.0,2.5
Rodentia,Chinchilla_lanigera,222.33,,135.6,1.87
Rodentia,Chinchillula_sahamae,,,,
Rodentia,Chionomys_gud,,,,5.83
Rodentia,Chionomys_nivalis,371.23,33.0,,3.42
Rodentia,Chionomys_roberti,,,,1.94
Chiroptera,Chiroderma_doriae,,,,1.0
Chiroptera,Chiroderma_improvisum,,,,
Chiroptera,Chiroderma_salvini,,,,0.99
Chiroptera,Chiroderma_trinitatum,,,,0.98
Chiroptera,Chiroderma_villosum,,,,0.99
Rodentia,Chiromyscus_chiropus,,,,
Chiroptera,Chironax_melanocephalus,,,,0.98
Didelphimorphia,Chironectes_minimus,344.87,365.0,36.0,3.24
Rodentia,Chiropodomys_calamianensis,,,,
Rodentia,Chiropodomys_gliroides,,,,1.65
Rodentia,Chiropodomys_karlkoopmani,,,,
Rodentia,Chiropodomys_major,,,,
Rodentia,Chiropodomys_muroides,,,,
Rodentia,Chiropodomys_pusillus,,,,
Primates,Chiropotes_albinasus,,,204.0,1.01
Primates,Chiropotes_chiropotes,,,,
Primates,Chiropotes_israelita,,,,
Primates,Chiropotes_satanas,,,216.0,1.0
Primates,Chiropotes_utahickae,,,,
Rodentia,Chiruromys_forbesi,,,,2.68
Rodentia,Chiruromys_lamia,,,,2.15
Rodentia,Chiruromys_vates,,,,1.07
Cingulata,Chlamyphorus_truncatus,,,,
Primates,Chlorocebus_aethiops,,,379.2,
Primates,Chlorocebus_cynosuros,,,,
Primates,Chlorocebus_djamdjamensis,,,,
Primates,Chlorocebus_pygerythrus,,,,
Primates,Chlorocebus_sabaeus,,,,
Primates,Chlorocebus_tantalus,,,,
Afrosoricida,Chlorotalpa_duthieae,,,,2.0
Diprotodontia,Burramys_parvus,376.36,365.0,144.0,3.6
Cingulata,Cabassous_centralis,,,,1.0
Cingulata,Cabassous_chacoensis,,,,
Cingulata,Cabassous_tatouay,,,,
Cingulata,Cabassous_unicinctus,,,,1.0
Primates,Cacajao_calvus,1262.74,775.62,324.0,1.01
Primates,Cacajao_melanocephalus,,,216.0,
Paucituberculata,Caenolestes_caniventer,,,,2.0
Paucituberculata,Caenolestes_condorensis,,,,
Paucituberculata,Caenolestes_convelatus,,,,
Paucituberculata,Caenolestes_fuliginosus,,,,3.62
Afrosoricida,Calcochloris_leucorhinus,,,,
Afrosoricida,Calcochloris_obtusirostris,,,,2.0
Afrosoricida,Calcochloris_tytonis,,,,
Primates,Callicebus_baptista,,,,
Primates,Callicebus_barbarabrownae,,,,
Primates,Callicebus_bernhardi,,,,
Primates,Callicebus_brunneus,,,,1.02
Primates,Callicebus_caligatus,,,,1.02
Primates,Callicebus_cinerascens,,,,1.02
Primates,Callicebus_coimbrai,,,,
Artiodactyla,Capra_nubiana,,,204.0,1.0
Artiodactyla,Capra_pyrenaica,,,192.0,1.5
Artiodactyla,Capra_sibirica,,,267.0,
Artiodactyla,Capra_walie,,,,1.0
Artiodactyla,Capreolus_capreolus,400.97,365.0,204.0,1.79
Artiodactyla,Capreolus_pygargus,908.84,,,2.0
Artiodactyla,Capricornis_crispus,988.23,547.5,222.96,1.0
Artiodactyla,Capricornis_milneedwardsii,,,,
Artiodactyla,Capricornis_rubidus,,,,
Artiodactyla,Capricornis_sumatraensis,,,252.0,1.22
Artiodactyla,Capricornis_swinhoei,,,,
Artiodactyla,Capricornis_thar,,,,
Lagomorpha,Caprolagus_hispidus,,,,3.46
Rodentia,Capromys_gundlachianus,,,,
Rodentia,Capromys_pilorides,314.64,,136.0,2.0
Carnivora,Caracal_caracal,437.27,365.0,204.0,2.3
Rodentia,Cardiocranius_paradoxus,,,,
Chiroptera,Cardioderma_cor,,,,1.0
Chiroptera,Carollia_brevicauda,,,,0.98
Chiroptera,Carollia_castanea,,,,0.99
Chiroptera,Carollia_colombiana,,,,
Chiroptera,Carollia_perspicillata,298.14,159.0,148.8,1.0
Chiroptera,Carollia_sowelli,,,,
Chiroptera,Carollia_subrufa,,,,0.98
Afrosoricida,Carpitalpa_arendsi,,,,
Rodentia,Carpomys_melanurus,,,,
Rodentia,Carpomys_phaeurus,,,,
Rodentia,Carterodon_sulcidens,,,,
Rodentia,Caryomys_eva,,,,
Rodentia,Caryomys_inez,,,,1.94
Chiroptera,Casinycteris_argynnis,,,,0.98
Rodentia,Castor_canadensis,663.02,,180.0,3.6
Rodentia,Castor_fiber,1034.61,,300.0,2.95
Artiodactyla,Catagonus_wagneri,821.58,,108.0,2.47
Carnivora,Catopuma_badia,,,,
Carnivora,Catopuma_temminckii,,,216.0,1.5
Rodentia,Cavia_aperea,67.46,,,2.14
Rodentia,Cavia_fulgida,,,,1.34
Rodentia,Cavia_intermedia,,,,
Rodentia,Cavia_magna,,,,
Rodentia,Cavia_porcellus,68.59,,177.6,3.45
Rodentia,Cavia_tschudii,,,,1.9
Primates,Cebus_albifrons,1501.69,547.5,528.0,1.01
Primates,Cebus_apella,1760.81,657.0,541.2,1.05
Primates,Cebus_capucinus,2134.73,790.83,657.6,1.01
Primates,Cebus_kaapori,,,,
Primates,Cebus_libidinosus,,,,
Primates,Cebus_nigritus,2134.73,,528.0,1.0
Primates,Cebus_olivaceus,2525.48,792.05,492.0,1.01
Primates,Cebus_xanthosternos,,,,
Chiroptera,Centronycteris_centralis,,,,
Chiroptera,Centronycteris_maximiliani,,,,0.98
Chiroptera,Centurio_senex,,,,0.99
Artiodactyla,Cephalophus_adersi,,,48.96,1.0
Artiodactyla,Cephalophus_brookei,,,,
Artiodactyla,Cephalophus_callipygus,,,,
Soricomorpha,Crocidura_horsfieldii,,,,3.14
Soricomorpha,Crocidura_hutanis,,,,
Soricomorpha,Crocidura_ichnusae,,,,
Soricomorpha,Crocidura_indochinensis,,,,
Soricomorpha,Crocidura_jacksoni,,,,3.49
Soricomorpha,Crocidura_jenkinsi,,,,
Soricomorpha,Crocidura_jouvenetae,,,,
Soricomorpha,Crocidura_katinka,,,,
Soricomorpha,Crocidura_kivuana,,,,1.66
Soricomorpha,Crocidura_lamottei,,,,
Soricomorpha,Crocidura_lanosa,,,,3.29
Soricomorpha,Crocidura_lasiura,,,,
Soricomorpha,Crocidura_latona,,,,
Soricomorpha,Crocidura_lea,,,,
Soricomorpha,Crocidura_lepidura,,,,
Soricomorpha,Crocidura_leucodon,107.16,,36.0,3.36
Soricomorpha,Crocidura_levicula,,,,
Soricomorpha,Crocidura_littoralis,,,,2.99
Soricomorpha,Crocidura_longipes,,,,
Soricomorpha,Crocidura_lucina,,,,
Soricomorpha,Crocidura_ludia,,,,
Soricomorpha,Crocidura_luna,,,,1.99
Soricomorpha,Crocidura_lusitania,,,,
Soricomorpha,Crocidura_macarthuri,,,,
Soricomorpha,Crocidura_macmillani,,,,
Soricomorpha,Crocidura_macowi,,,,
Soricomorpha,Crocidura_malayana,,,,
Soricomorpha,Crocidura_manengubae,,,,
Soricomorpha,Crocidura_maquassiensis,,,,
Soricomorpha,Crocidura_mariquensis,,,,3.94
Soricomorpha,Crocidura_maurisca,,,,
Soricomorpha,Crocidura_maxi,,,,
Soricomorpha,Crocidura_mindorus,,,,
Soricomorpha,Crocidura_miya,,,,
Soricomorpha,Crocidura_monax,,,,
Soricomorpha,Crocidura_monticola,,,,
Soricomorpha,Crocidura_montis,,,,
Soricomorpha,Crocidura_muricauda,,,,
Soricomorpha,Crocidura_musseri,,,,
Soricomorpha,Crocidura_mutesae,,,,
Soricomorpha,Crocidura_nana,,,,
Soricomorpha,Crocidura_nanilla,,,,
Soricomorpha,Crocidura_negligens,,,,
Soricomorpha,Crocidura_negrina,,,,
Soricomorpha,Crocidura_nicobarica,,,,3.0
Soricomorpha,Crocidura_nigeriae,,,,
Soricomorpha,Crocidura_nigricans,,,,3.99
Soricomorpha,Crocidura_nigripes,,,,
Soricomorpha,Crocidura_nigrofusca,,,,2.49
Soricomorpha,Crocidura_nimbae,,,,
Soricomorpha,Crocidura_niobe,,,,2.99
Soricomorpha,Crocidura_obscurior,,,,
Chiroptera,Chalinolobus_nigrogriseus,,,,
Chiroptera,Chalinolobus_picatus,,,,2.0
Chiroptera,Chalinolobus_tuberculatus,,,,0.98
Primates,Cheirogaleus_adipicaudatus,,,,
Primates,Cheirogaleus_crossleyi,,,,
Primates,Cheirogaleus_major,420.91,,180.0,2.26
Primates,Cheirogaleus_medius,413.84,365.0,231.6,2.04
Primates,Cheirogaleus_minusculus,,,,
Primates,Cheirogaleus_ravus,,,,
Primates,Cheirogaleus_sibreei,,,,
Afrosoricida,Chlorotalpa_sclateri,,,,2.0
Soricomorpha,Chodsigoa_caovansunga,,,,
Soricomorpha,Chodsigoa_hypsibia,,,,
Soricomorpha,Chodsigoa_lamula,,,,
Soricomorpha,Chodsigoa_parca,,,,
Soricomorpha,Chodsigoa_parva,,,,
Soricomorpha,Chodsigoa_salenskii,,,,
Soricomorpha,Chodsigoa_smithii,,,,
Soricomorpha,Chodsigoa_sodalis,,,,
Chiroptera,Choeroniscus_godmani,,,,0.98
Chiroptera,Choeroniscus_minor,,,,0.98
Chiroptera,Choeroniscus_periosus,,,,
Chiroptera,Choeronycteris_mexicana,,,,0.99
Pilosa,Choloepus_didactylus,1262.74,795.41,333.6,1.0
Pilosa,Choloepus_hoffmanni,1473.2,456.25,385.2,1.0
Carnivora,Chrotogale_owstoni,,,,
Rodentia,Chrotomys_gonzalesi,,,,
Rodentia,Chrotomys_mindorensis,,,,
Rodentia,Chrotomys_silaceus,,,,
Rodentia,Chrotomys_whiteheadi,,,,
Chiroptera,Chrotopterus_auritus,,,,0.99
Afrosoricida,Chrysochloris_asiatica,,,,3.49
Afrosoricida,Chrysochloris_stuhlmanni,,,,0.96
Afrosoricida,Chrysochloris_visagiei,,,,
Carnivora,Chrysocyon_brachyurus,420.91,,180.0,2.0
Afrosoricida,Chrysospalax_trevelyani,,,48.0,1.41
Afrosoricida,Chrysospalax_villosus,,,,1.93
Chiroptera,Cistugo_lesueuri,,,,
Chiroptera,Cistugo_seabrae,,,,
Carnivora,Civettictis_civetta,286.24,212.14,336.0,2.31
Rodentia,Clidomys_osborni,,,,
Chiroptera,Cloeotis_percivali,,,,0.99
Rodentia,Clyomys_bishopi,,,,
Rodentia,Clyomys_laticeps,,,,
Rodentia,Coccymys_albidens,,,,
Rodentia,Coccymys_ruemmleri,,,,
Chiroptera,Coelops_frithii,,,,0.98
Chiroptera,Coelops_robinsoni,,,,
Rodentia,Coendou_bicolor,666.44,,,1.0
Rodentia,Coendou_nycthemera,,,,
Rodentia,Coendou_prehensilis,631.2,354.82,207.6,0.98
Rodentia,Coendou_rothschildi,,,,
Chiroptera,Coleura_afra,,,,1.0
Chiroptera,Coleura_seychellensis,,,,
Primates,Colobus_angolensis,,,,1.01
Primates,Colobus_guereza,1929.19,486.66,294.0,1.0
Primates,Colobus_polykomos,1629.84,442.41,366.0,1.0
Primates,Colobus_satanas,,,,0.99
Primates,Colobus_vellerosus,,,,1.02
Rodentia,Colomys_goslingi,,,36.0,1.97
Soricomorpha,Condylura_cristata,304.16,,36.0,5.39
Carnivora,Conepatus_chinga,,,,
Carnivora,Conepatus_humboldtii,,,,3.49
Carnivora,Conepatus_leuconotus,340.6,182.5,84.0,3.6
Carnivora,Conepatus_semistriatus,,,,3.49
Soricomorpha,Congosorex_polli,,,,
Soricomorpha,Congosorex_verheyeni,,,,
Rodentia,Conilurus_albipes,,,,
Rodentia,Conilurus_penicillatus,,,,2.0
Artiodactyla,Connochaetes_gnou,965.63,,240.0,1.0
Rodentia,Dasymys_montanus,,,,
Rodentia,Dasymys_nudipes,,,,
Rodentia,Dasymys_rufulus,,,,
Rodentia,Dasymys_rwandae,,,,
Rodentia,Dasymys_sua,,,,
Rodentia,Dasyprocta_azarae,,,,
Rodentia,Dasyprocta_coibae,,,,
Rodentia,Dasyprocta_cristata,,,,2.0
Rodentia,Dasyprocta_fuliginosa,,,,
Rodentia,Dasyprocta_guamara,,,,
Rodentia,Dasyprocta_kalinowskii,,,,
Rodentia,Dasyprocta_leporina,,,213.6,1.4
Rodentia,Dasyprocta_mexicana,,,,
Rodentia,Dasyprocta_prymnolopha,,,,1.5
Rodentia,Dasyprocta_punctata,,127.0,120.0,1.25
Rodentia,Dasyprocta_ruatanica,,,,
Cingulata,Dasypus_hybridus,,,,8.36
Cingulata,Dasypus_kappleri,,,,4.47
Cingulata,Dasypus_novemcinctus,511.16,,180.0,3.96
Cingulata,Dasypus_pilosus,,,,
Cingulata,Dasypus_sabanicola,,,,4.0
Chiroptera,Eumops_patagonicus,,,,
Chiroptera,Eumops_perotis,,,,0.99
Chiroptera,Eumops_trumbulli,,,,
Chiroptera,Eumops_underwoodi,,,,1.0
Rodentia,Euneomys_chinchilloides,,,,
Rodentia,Euneomys_fossor,,,,
Rodentia,Euneomys_mordax,,,,
Rodentia,Euneomys_petersoni,,,,
Primates,Euoticus_elegantulus,,,180.0,0.99
Primates,Euoticus_pallidus,,,,
Rodentia,Eupetaurus_cinereus,,,,
Cingulata,Euphractus_sexcinctus,283.18,,225.96,1.73
Carnivora,Eupleres_goudotii,,,,1.0
Soricomorpha,Euroscaptor_grandis,,,,
Soricomorpha,Euroscaptor_klossi,,,,4.5
Soricomorpha,Euroscaptor_longirostris,,,,
Soricomorpha,Euroscaptor_micrura,,,36.0,
Soricomorpha,Euroscaptor_mizura,,,36.0,3.0
Soricomorpha,Euroscaptor_parvidens,,,,
Rodentia,Euryzygomatomys_spinosus,,,,0.97
Rodentia,Exilisciurus_concinnus,,,,1.94
Artiodactyla,Connochaetes_taurinus,841.82,365.0,258.0,0.98
Chiroptera,Cormura_brevirostris,,,,
Chiroptera,Corynorhinus_mexicanus,,,,
Chiroptera,Corynorhinus_rafinesquii,210.45,,121.2,1.0
Chiroptera,Corynorhinus_townsendii,,,254.0,0.99
Rodentia,Coryphomys_buehleri,,,,
Chiroptera,Craseonycteris_thonglongyai,,365.0,,1.0
Rodentia,Crateromys_australis,,,,
Rodentia,Crateromys_heaneyi,,,,
Rodentia,Crateromys_paulus,,,,
Rodentia,Crateromys_schadenbergi,,,,
Rodentia,Cratogeomys_castanops,,,56.4,2.34
Rodentia,Cratogeomys_fumosus,,,,
Rodentia,Cratogeomys_goldmani,,,,
Rodentia,Cratogeomys_gymnurus,,,,
Rodentia,Cratogeomys_merriami,,,,1.94
Rodentia,Cratogeomys_neglectus,,,,1.94
Rodentia,Cratogeomys_tylorhinus,,,,1.94
Rodentia,Cratogeomys_zinseri,,,,
Rodentia,Cremnomys_cutchicus,,,,5.23
Rodentia,Cremnomys_elvira,,,,
Rodentia,Cricetomys_ansorgei,,,,
Rodentia,Cricetomys_emini,,,,0.97
Rodentia,Cricetomys_gambianus,177.08,,,3.11
Rodentia,Cricetomys_kivuensis,,,,
Rodentia,Cricetulus_alticola,,,,
Soricomorpha,Crocidura_tanakae,,,,
Soricomorpha,Crocidura_tansaniana,,,,
Soricomorpha,Crocidura_tarella,,,,
Soricomorpha,Crocidura_tarfayensis,,,,
Soricomorpha,Crocidura_telfordi,,,,
Soricomorpha,Crocidura_tenuis,,,,
Soricomorpha,Crocidura_thalia,,,,
Soricomorpha,Crocidura_theresae,,,,
Soricomorpha,Crocidura_thomensis,,,,
Soricomorpha,Crocidura_trichura,,,,
Soricomorpha,Crocidura_turba,,,,2.0
Soricomorpha,Crocidura_ultima,,,,
Soricomorpha,Crocidura_usambarae,,,,1.99
Soricomorpha,Crocidura_viaria,,,,3.49
Soricomorpha,Crocidura_virgata,,,,
Soricomorpha,Crocidura_voi,,,,
Soricomorpha,Crocidura_vorax,,,,
Soricomorpha,Crocidura_vosmaeri,,,,
Soricomorpha,Crocidura_watasei,,,,
Soricomorpha,Crocidura_whitakeri,,,,
Soricomorpha,Crocidura_wimmeri,,,,
Soricomorpha,Crocidura_wuchihensis,,,,
Soricomorpha,Crocidura_xantippe,,,,
Soricomorpha,Crocidura_yankariensis,,,,
Soricomorpha,Crocidura_zaphiri,,,,
Soricomorpha,Crocidura_zarudnyi,,,,5.99
Soricomorpha,Crocidura_zimmeri,,,,
Soricomorpha,Crocidura_zimmermanni,,,,
Carnivora,Crocuta_crocuta,789.54,441.04,493.2,1.91
Carnivora,Crossarchus_alexandri,,,,4.0
Carnivora,Crossarchus_ansorgei,,,,
Carnivora,Crossarchus_obscurus,278.42,121.66,108.0,4.29
Carnivora,Crossarchus_platycephalus,,,,
Rodentia,Crossomys_moncktoni,,,,1.07
Rodentia,Crunomys_celebensis,,,,
Rodentia,Crunomys_fallax,,,,
Rodentia,Crunomys_melanius,,,,
Rodentia,Crunomys_suncoides,,,,
Afrosoricida,Cryptochloris_wintoni,,,,
Afrosoricida,Cryptochloris_zyli,,,,
Rodentia,Cryptomys_amatus,,,,
Rodentia,Cryptomys_anselli,,,,
Rodentia,Cryptomys_bocagei,,,,
Rodentia,Cryptomys_damarensis,,,,3.0
Rodentia,Cryptomys_darlingi,,133.0,,1.84
Rodentia,Cryptomys_foxi,,,,
Rodentia,Cryptomys_hottentotus,472.6,,,2.48
Rodentia,Cryptomys_kafuensis,,,,
Rodentia,Cryptomys_mechowi,,112.0,,2.6
Rodentia,Cryptomys_ochraceocinereus,,,,3.0
Rodentia,Cryptomys_zechi,,,,
Carnivora,Cryptoprocta_ferox,1262.74,,240.0,2.98
Soricomorpha,Cryptotis_alticola,,,,
Soricomorpha,Cryptotis_brachyonyx,,,,
Soricomorpha,Cryptotis_colombiana,,,,
Soricomorpha,Cryptotis_endersi,,,,
Soricomorpha,Cryptotis_equatoris,,,,
Soricomorpha,Cryptotis_goldmani,,,,
Soricomorpha,Cryptotis_goodwini,,,,
Soricomorpha,Cryptotis_gracilis,,,,
Soricomorpha,Cryptotis_griseoventris,,,,
Soricomorpha,Cryptotis_hondurensis,,,,
Soricomorpha,Cryptotis_magna,,,,2.99
Soricomorpha,Cryptotis_mayensis,,,,
Soricomorpha,Cryptotis_medellinia,,,,
Soricomorpha,Cryptotis_mera,,,,
Soricomorpha,Cryptotis_meridensis,,,,
Soricomorpha,Cryptotis_merriami,,,,
Soricomorpha,Cryptotis_mexicana,,,,2.99
Soricomorpha,Cryptotis_montivaga,,,,
Soricomorpha,Cryptotis_nelsoni,,,,
Soricomorpha,Cryptotis_nigrescens,,,,
Soricomorpha,Cryptotis_obscura,,,,
Soricomorpha,Cryptotis_orophila,,,,
Soricomorpha,Cryptotis_parva,35.44,,21.0,4.55
Soricomorpha,Cryptotis_peregrina,,,,
Soricomorpha,Cryptotis_peruviensis,,,,
Soricomorpha,Cryptotis_phillipsii,,,,
Soricomorpha,Cryptotis_squamipes,,,,
Soricomorpha,Cryptotis_tamensis,,,,
Soricomorpha,Cryptotis_thomasi,,,,
Soricomorpha,Cryptotis_tropicalis,,,,
Rodentia,Ctenodactylus_gundi,169.03,69.7,,2.0
Rodentia,Ctenodactylus_vali,340.64,64.0,60.0,2.0
Rodentia,Ctenomys_argentinus,,,,
Rodentia,Ctenomys_australis,,,,
Rodentia,Ctenomys_azarae,,,,
Rodentia,Ctenomys_bergi,,,,
Rodentia,Ctenomys_boliviensis,,,,
Rodentia,Ctenomys_bonettoi,,,,
Rodentia,Ctenomys_brasiliensis,,,,
Rodentia,Ctenomys_budini,,,,
Rodentia,Ctenomys_colburni,,,,
Rodentia,Ctenomys_coludo,,,,
Rodentia,Ctenomys_conoveri,,,,
Rodentia,Ctenomys_coyhaiquensis,,,,
Rodentia,Ctenomys_dorbignyi,,,,
Rodentia,Ctenomys_dorsalis,,,,
Rodentia,Ctenomys_emilianus,,,,
Rodentia,Ctenomys_famosus,,,,
Rodentia,Ctenomys_flamarioni,,,,
Rodentia,Ctenomys_fochi,,,,
Rodentia,Ctenomys_fodax,,,,
Rodentia,Ctenomys_frater,,,,
Rodentia,Ctenomys_fulvus,,,,
Rodentia,Ctenomys_goodfellowi,,,,
Rodentia,Ctenomys_haigi,,,,
Rodentia,Ctenomys_johannis,,,,
Rodentia,Ctenomys_juris,,,,
Rodentia,Ctenomys_knighti,,,,
Rodentia,Ctenomys_lami,,,,
Rodentia,Ctenomys_latro,,,,
Rodentia,Ctenomys_leucodon,,,,
Rodentia,Ctenomys_lewisi,,,,
Rodentia,Ctenomys_magellanicus,,,,
Rodentia,Ctenomys_maulinus,,,,
Rodentia,Ctenomys_mendocinus,,,,
Rodentia,Ctenomys_minutus,,,,
Rodentia,Ctenomys_occultus,,,,
Rodentia,Ctenomys_opimus,365.0,,,2.0
Rodentia,Ctenomys_osvaldoreigi,,,,
Rodentia,Ctenomys_pearsoni,,,,
Rodentia,Ctenomys_perrensi,,,,
Rodentia,Ctenomys_peruanus,365.0,,,3.0
Rodentia,Ctenomys_pilarensis,,,,
Rodentia,Ctenomys_pontifex,,,,
Rodentia,Ctenomys_porteousi,,,,
Rodentia,Ctenomys_pundti,,,,
Rodentia,Ctenomys_rionegrensis,,,,
